Source.Name;joueur;Position;Club;Numéro;Âge;Taille;Valeur de transfert
iran.csv;;ATT, AD, MG;Tractor;18;25;178 cm;1,2 M €
iran.csv;;;;;;;
iran.csv;Amirhossein Hosseinzadeh;;;;;;
iran.csv;;ATT;Al Ittihad Kalba;20;31;190 cm;900 k €
iran.csv;;;;;;;
iran.csv;Shahriar Moghanlou;;;;;;
japon.csv;;Entraineur;Japon;;57;;
japon.csv;;;;;;;
japon.csv;Hajime Moriyasu;;;;;;
japon.csv;;GA;Parma;1;23;189 cm;24,1 M €
japon.csv;;;;;;;
japon.csv;Zion Suzuki;;;;;;
japon.csv;;GA;Sanfrecce Hiroshima;12;26;186 cm;1,6 M €
japon.csv;;;;;;;
japon.csv;Keisuke Osako;;;;;;
japon.csv;;GA;Kashima Antlers;23;27;186 cm;1,2 M €
japon.csv;;;;;;;
japon.csv;Tomoki Hayakawa;;;;;;
japon.csv;;DD, DLD, MD;Werder Bremen;2;25;179 cm;6,5 M €
japon.csv;;;;;;;
japon.csv;Yukinari Sugawara;;;;;;
japon.csv;;DD, DG;FC Tokyo;5;39;170 cm;163,5 k €
japon.csv;;;;;;;
japon.csv;Yuto Nagatomo;;;;;;
japon.csv;;DC;St.Truiden;3;34;182 cm;515,5 k €
japon.csv;;;;;;;
japon.csv;Shogo Taniguchi;;;;;;
japon.csv;;DC, MC;Ajax;4;29;185 cm;10,5 M €
japon.csv;;;;;;;
japon.csv;Ko Itakura;;;;;;
japon.csv;;DC;Feyenoord;16;29;186 cm;10,5 M €
japon.csv;;;;;;;
japon.csv;Tsuyoshi Watanabe;;;;;;
japon.csv;;DC, MD, MC;Le Havre;20;25;183 cm;2,5 M €
japon.csv;;;;;;;
japon.csv;Ayumu Seko;;;;;;
japon.csv;;DC, DG;Bayern München;21;27;186 cm;19,4 M €
japon.csv;;;;;;;
japon.csv;Hiroki Ito;;;;;;
japon.csv;;DC, DD;FC København;25;22;180 cm;2,1 M €
japon.csv;;;;;;;
japon.csv;Junnosuke Suzuki;;;;;;
japon.csv;;DG;Ajax;22;27;188 cm;5,2 M €
japon.csv;;;;;;;
japon.csv;Takehiro Tomiyasu;;;;;;
japon.csv;;MD, DC;Liverpool;6;33;178 cm;5,2 M €
japon.csv;;;;;;;
japon.csv;Wataru Endo;;;;;;
japon.csv;;MD, MC, MO;Leeds United;7;27;180 cm;12,1 M €
japon.csv;;;;;;;
japon.csv;Ao Tanaka;;;;;;
japon.csv;;MD, MO, MC;Crystal Palace;15;29;184 cm;10,2 M €
japon.csv;;;;;;;
japon.csv;Daichi Kamada;;;;;;
japon.csv;;MC, MD;Mainz 05;24;25;176 cm;29,2 M €
japon.csv;;;;;;;
japon.csv;Kaishu Sano;;;;;;
japon.csv;;MO;Freiburg;17;24;175 cm;13,7 M €
japon.csv;;;;;;;
japon.csv;Yuito Suzuki;;;;;;
japon.csv;;AD, DLD, MO, MD, MC;Eintracht Frankfurt;10;27;172 cm;21,7 M €
japon.csv;;;;;;;
japon.csv;Ritsu Doan;;;;;;
japon.csv;;AD, MO, MD;Real Sociedad;8;25;174 cm;32,7 M €
japon.csv;;;;;;;
japon.csv;Takefusa Kubo;;;;;;
japon.csv;;AG, ATT, MG, DLG;Reims;13;25;180 cm;9,9 M €
japon.csv;;;;;;;
japon.csv;Keito Nakamura;;;;;;
japon.csv;;AG, AD, MO, DLD, MD;Genk;14;33;176 cm;2,3 M €
japon.csv;;;;;;;
japon.csv;Junya Ito;;;;;;
japon.csv;;ATT;St.Truiden;9;21;191 cm;3,3 M €
japon.csv;;;;;;;
japon.csv;Keisuke Goto;;;;;;
japon.csv;;ATT, AG, AD, MO, MG, DLG;Celtic;11;28;173 cm;12,6 M €
japon.csv;;;;;;;
japon.csv;Daizen Maeda;;;;;;
japon.csv;;ATT;Feyenoord;18;27;182 cm;17,3 M €
japon.csv;;;;;;;
japon.csv;Ayase Ueda;;;;;;
japon.csv;;ATT;NEC Nijmegen;19;28;186 cm;1,9 M €
japon.csv;;;;;;;
japon.csv;Koki Ogawa;;;;;;
japon.csv;;ATT;Wolfsburg;26;21;180 cm;6,6 M €
japon.csv;;;;;;;
japon.csv;Kento Shiogai;;;;;;
jordanie.csv;;Entraineur;Maroc;;55;183 cm;
jordanie.csv;;;;;;;
jordanie.csv;Jamal Sellami;;;;;;
jordanie.csv;;GA;Al-Hussein SC;1;33;188 cm;350 k €
jordanie.csv;;;;;;;
jordanie.csv;Yazeed Abulaila;;;;;;
jordanie.csv;;GA;Al-Faisaly;12;33;179 cm;250 k €
jordanie.csv;;;;;;;
jordanie.csv;Nour Bani Ateyah;;;;;;
jordanie.csv;;GA;Al-Wehdat;22;26;190 cm;300 k €
jordanie.csv;;;;;;;
jordanie.csv;Abdallah Al Fakhori;;;;;;
jordanie.csv;;DC;Al Zawraa;3;32;184 cm;550 k €
jordanie.csv;;;;;;;
jordanie.csv;Abdallah Nasib;;;;;;
jordanie.csv;;DC;Al-Faisaly;4;26;186 cm;350 k €
jordanie.csv;;;;;;;
jordanie.csv;Husam Abu Dahab;;;;;;
jordanie.csv;;DC;FC Seoul;5;30;185 cm;636,5 k €
jordanie.csv;;;;;;;
jordanie.csv;Yazan Al Arab;;;;;;
jordanie.csv;;DC;Selangor;16;25;185 cm;103,5 k €
jordanie.csv;;;;;;;
jordanie.csv;Mohammad Abu Al Nadi;;;;;;
jordanie.csv;;DC, DG;Al-Hussein SC;17;34;187 cm;130 k €
jordanie.csv;;;;;;;
jordanie.csv;Saleem Obaid;;;;;;
jordanie.csv;;DC;Al-Hussein SC;19;29;186 cm;440 k €
jordanie.csv;;;;;;;
jordanie.csv;Saed Al Rosan;;;;;;
jordanie.csv;;MD;Al-Hussein SC;23;32;174 cm;380 k €
jordanie.csv;;;;;;;
jordanie.csv;Ehsan Haddad;;;;;;
jordanie.csv;;MC, MD;Al Zawraa;6;23;177 cm;480 k €
jordanie.csv;;;;;;;
jordanie.csv;Amer Jamous;;;;;;
jordanie.csv;;MC;Selangor;8;29;182 cm;500 k €
jordanie.csv;;;;;;;
jordanie.csv;Noor Al Rawabdeh;;;;;;
jordanie.csv;;MC, MD;Al-Hussein SC;14;32;175 cm;330 k €
jordanie.csv;;;;;;;
jordanie.csv;Raja'ei Ayed;;;;;;
jordanie.csv;;MC;0;15;26;175 cm;450 k €
jordanie.csv;;;;;;;
jordanie.csv;Ibrahim Sadeh;;;;;;
jordanie.csv;;MC, MO, MD, AG;Qatar SC;21;27;183 cm;182 k €
jordanie.csv;;;;;;;
jordanie.csv;Nizar Al Rashdan;;;;;;
jordanie.csv;;Milieu de terrain;Al-Wehdat;25;34;185 cm;170 k €
jordanie.csv;;;;;;;
jordanie.csv;Mohammad Al Daoud;;;;;;
jordanie.csv;;MD, AD;Al Shabab;24;22;178 cm;308 k €
jordanie.csv;;;;;;;
jordanie.csv;Ali Azaizeh;;;;;;
jordanie.csv;;MG;0;2;31;179 cm;450 k €
jordanie.csv;;;;;;;
jordanie.csv;Mohammad Abu Hasheesh;;;;;;
jordanie.csv;;MG, AD, ATT;Rennes;10;28;178 cm;5,3 M €
jordanie.csv;;;;;;;
jordanie.csv;Mousa Al Tamari;;;;;;
jordanie.csv;;MG, DLG;Al Quwa Al Jawiya;20;23;173 cm;450 k €
jordanie.csv;;;;;;;
jordanie.csv;Mohannad Abu Taha;;;;;;
jordanie.csv;;MG, AG, AD;Pyramids FC;11;20;180 cm;200 k €
jordanie.csv;;;;;;;
jordanie.csv;Odeh Fakhoury;;;;;;
jordanie.csv;;AD, MG;Raja Casablanca;7;28;170 cm;400 k €
jordanie.csv;;;;;;;
jordanie.csv;Mohammad Abu Zraiq;;;;;;
jordanie.csv;;AG, MG, MO, MC;Al-Hussein SC;13;32;173 cm;500 k €
jordanie.csv;;;;;;;
jordanie.csv;Mahmoud Al Mardi;;;;;;
jordanie.csv;;ATT, AD;Al-Sailiya;9;26;182 cm;344 k €
jordanie.csv;;;;;;;
jordanie.csv;Ali Olwan;;;;;;
jordanie.csv;;ATT;NK Lokomotiva;18;20;184 cm;751,7 k €
jordanie.csv;;;;;;;
jordanie.csv;Ibrahim Sabra;;;;;;
maroc.csv;;Entraineur;Belgique;;49;;
maroc.csv;;;;;;;
maroc.csv;Mohamed Ouahbi;;;;;;
maroc.csv;;GA;Al Hilal;1;35;192 cm;2,4 M €
maroc.csv;;;;;;;
maroc.csv;Yassine Bounou;;;;;;
maroc.csv;;GA;RSB Berkane;12;37;190 cm;1,4 M €
maroc.csv;;;;;;;
maroc.csv;Munir El Kajoui;;;;;;
maroc.csv;;GA;FAR Rabat;22;30;194 cm;1,4 M €
maroc.csv;;;;;;;
maroc.csv;Ahmed Reda Tagnaouti;;;;;;
maroc.csv;;DD;Paris Saint-Germain;2;27;180 cm;81,2 M €
maroc.csv;;;;;;;
maroc.csv;Achraf Hakimi;;;;;;
maroc.csv;;DD, DG, DC, DLD;Manchester United;3;28;183 cm;23,5 M €
maroc.csv;;;;;;;
maroc.csv;Noussair Mazraoui;;;;;;
maroc.csv;;DD, MD;Genk;13;24;171 cm;18 M €
maroc.csv;;;;;;;
maroc.csv;Zakaria El Ouahdi;;;;;;
maroc.csv;;DC;Marseille;5;30;190 cm;20,7 M €
maroc.csv;;;;;;;
maroc.csv;Nayef Aguerd;;;;;;
maroc.csv;;DC;Fulham;14;29;194 cm;11,1 M €
maroc.csv;;;;;;;
maroc.csv;Issa Diop;;;;;;
maroc.csv;;DC;Crystal Palace;18;22;186 cm;16,8 M €
maroc.csv;;;;;;;
maroc.csv;Chadi Riad;;;;;;
maroc.csv;;DC;KV Mechelen;25;23;189 cm;2,2 M €
maroc.csv;;;;;;;
maroc.csv;Redouane Halhal;;;;;;
maroc.csv;;DG;PSV Eindhoven;26;24;181 cm;8,9 M €
maroc.csv;;;;;;;
maroc.csv;Anass Salah-Eddine;;;;;;
maroc.csv;;DG, DC, MG;Al Ahly SC;28;27;175 cm;1,2 M €
maroc.csv;;;;;;;
maroc.csv;Youssef Belammari;;;;;;
maroc.csv;;MD, MC;Real Betis;4;29;185 cm;12,7 M €
maroc.csv;;;;;;;
maroc.csv;Sofyan Amrabat;;;;;;
maroc.csv;;MD, MC, DD;Lille;6;18;185 cm;48 M €
maroc.csv;;;;;;;
maroc.csv;Ayyoub Bouaddi;;;;;;
maroc.csv;;MD, MC;Strasbourg;15;20;187 cm;3,8 M €
maroc.csv;;;;;;;
maroc.csv;Samir El Mourabet;;;;;;
maroc.csv;;MD, MC, MO;Roma;24;24;185 cm;22,3 M €
maroc.csv;;;;;;;
maroc.csv;Neil El Aynaoui;;;;;;
maroc.csv;;MO, MC, AG;Girona;8;26;182 cm;11,1 M €
maroc.csv;;;;;;;
maroc.csv;Azzedine Ounahi;;;;;;
maroc.csv;;MO, MC, ATT, AG;PSV Eindhoven;11;25;185 cm;30,4 M €
maroc.csv;;;;;;;
maroc.csv;Ismael Saibari;;;;;;
maroc.csv;;MO, AD, MC, ATT;VfB Stuttgart;23;22;180 cm;40 M €
maroc.csv;;;;;;;
maroc.csv;Bilal El Khannouss;;;;;;
maroc.csv;;AD, ATT, MG, MD;Real Madrid;10;26;170 cm;35 M €
maroc.csv;;;;;;;
maroc.csv;Brahim Díaz;;;;;;
maroc.csv;;AD, AG, MG;Strasbourg;16;20;172 cm;7,3 M €
maroc.csv;;;;;;;
maroc.csv;Gessime Yassine;;;;;;
maroc.csv;;AD, MD, DLD, ATT;Eintracht Frankfurt;21;21;179 cm;1,1 M €
maroc.csv;;;;;;;
maroc.csv;Ayoube Amaimouni-Echghouyab;;;;;;
maroc.csv;;AD, AG, MG;Sunderland;21;21;175 cm;30 M €
maroc.csv;;;;;;;
maroc.csv;Chemsdine Talbi;;;;;;
maroc.csv;;AG, MG;Real Betis;17;24;177 cm;17,9 M €
maroc.csv;;;;;;;
maroc.csv;Abde Ezzalzouli;;;;;;
maroc.csv;;ATT;Al-Ain;9;30;180 cm;6,5 M €
maroc.csv;;;;;;;
maroc.csv;Soufiane Rahimi;;;;;;
maroc.csv;;ATT, MO;Olympiacos;20;32;182 cm;2,9 M €
maroc.csv;;;;;;;
maroc.csv;Ayoub El Kaabi;;;;;;
mexique.csv;;Entraineur;Mexique;;67;;
mexique.csv;;;;;;;
mexique.csv;Javier Aguirre;;;;;;
mexique.csv;;GA;Chivas;1;26;187 cm;7,4 M €
mexique.csv;;;;;;;
mexique.csv;Raúl Rangel;;;;;;
mexique.csv;;GA;Santos Laguna;12;30;182 cm;2 M €
mexique.csv;;;;;;;
mexique.csv;Carlos Acevedo;;;;;;
mexique.csv;;GA;AEL Limassol;13;40;185 cm;128,2 k €
mexique.csv;;;;;;;
mexique.csv;Guillermo Ochoa;;;;;;
mexique.csv;;DD, DLD, MD, DC;PAOK Thessaloniki;2;28;175 cm;1,6 M €
mexique.csv;;;;;;;
mexique.csv;Jorge Sánchez;;;;;;
mexique.csv;;DC;Lokomotiv Moscow;3;29;191 cm;6 M €
mexique.csv;;;;;;;
mexique.csv;César Montes;;;;;;
mexique.csv;;DC;Genoa;5;27;185 cm;15,5 M €
mexique.csv;;;;;;;
mexique.csv;Johan Vásquez;;;;;;
mexique.csv;;DC, MD, MC;Cruz Azul;6;26;170 cm;12,7 M €
mexique.csv;;;;;;;
mexique.csv;Érik Lira;;;;;;
mexique.csv;;DC, MD, MC;Chivas;7;31;182 cm;2 M €
mexique.csv;;;;;;;
mexique.csv;Luis Romo;;;;;;
mexique.csv;;DC, DD, MD, MC;CF America;15;26;179 cm;3,7 M €
mexique.csv;;;;;;;
mexique.csv;Israel Reyes;;;;;;
mexique.csv;;DG, DLG;AZ Alkmaar;20;22;176 cm;5 M €
mexique.csv;;;;;;;
mexique.csv;Mateo Chávez;;;;;;
mexique.csv;;DG, DLG, MG;Toluca;23;31;177 cm;2,1 M €
mexique.csv;;;;;;;
mexique.csv;Jesús Gallardo;;;;;;
mexique.csv;;MD, MC, DC;Fenerbahçe;4;28;186 cm;16,4 M €
mexique.csv;;;;;;;
mexique.csv;Edson Álvarez;;;;;;
mexique.csv;;MD, MC, MO, MG;Atletico Madrid;18;20;175 cm;11,2 M €
mexique.csv;;;;;;;
mexique.csv;Obed Vargas;;;;;;
mexique.csv;;MC, MO, MD;Real Betis;8;29;175 cm;6,7 M €
mexique.csv;;;;;;;
mexique.csv;Álvaro Fidalgo;;;;;;
mexique.csv;;MC, MD, MD, MO;AEK Athens;17;30;168 cm;4,7 M €
mexique.csv;;;;;;;
mexique.csv;Orbelín Pineda;;;;;;
mexique.csv;;MC, MO, ATT, AG, MG;Tijuana;19;17;160 cm;8,5 M €
mexique.csv;;;;;;;
mexique.csv;Gilberto Mora;;;;;;
mexique.csv;;MC, MD;Dinamo Moscow;24;30;178 cm;4,5 M €
mexique.csv;;;;;;;
mexique.csv;Luis Chávez;;;;;;
mexique.csv;;MC, MD, MO;Chivas;26;22;178 cm;7,6 M €
mexique.csv;;;;;;;
mexique.csv;Brian Gutiérrez;;;;;;
mexique.csv;;MO, AD, ATT, MD, DC;Chivas;25;27;172 cm;6,9 M €
mexique.csv;;;;;;;
mexique.csv;Roberto Alvarado;;;;;;
mexique.csv;;AD, MC, AG;Anderlecht;21;25;171 cm;4,7 M €
mexique.csv;;;;;;;
mexique.csv;César Huerta;;;;;;
mexique.csv;;AG, MG, MO, ATT;Toluca;10;28;172 cm;5,1 M €
mexique.csv;;;;;;;
mexique.csv;Alexis Vega;;;;;;
mexique.csv;;ATT;Fulham;9;35;188 cm;3,6 M €
mexique.csv;;;;;;;
mexique.csv;Raul Jiménez;;;;;;
mexique.csv;;ATT;Milan;11;25;183 cm;22,3 M €
mexique.csv;;;;;;;
mexique.csv;Santiago Giménez;;;;;;
mexique.csv;;ATT, MO;Chivas;14;23;178 cm;3,5 M €
mexique.csv;;;;;;;
mexique.csv;Armando González;;;;;;
mexique.csv;;ATT, AG;Al Qadsiah;16;29;176 cm;12,1 M €
mexique.csv;;;;;;;
mexique.csv;Julián Quiñones;;;;;;
mexique.csv;;ATT;Pumas;22;31;180 cm;1,1 M €
mexique.csv;;;;;;;
mexique.csv;Guillermo Martínez;;;;;;
norvege.csv;;Entraineur;Norvège;;58;;
norvege.csv;;;;;;;
norvege.csv;Ståle Solbakken;;;;;;
norvege.csv;;GA;Sevilla;1;35;192 cm;451,3 k €
norvege.csv;;;;;;;
norvege.csv;Ørjan Håskjold Nyland;;;;;;
norvege.csv;;GA;Hamburger SV;12;23;193 cm;3 M €
norvege.csv;;;;;;;
norvege.csv;Sander Tangvik;;;;;;
norvege.csv;;GA;Watford;13;28;192 cm;1,2 M €
norvege.csv;;;;;;;
norvege.csv;Egil Selvik;;;;;;
norvege.csv;;DC, DG;Brentford;3;28;196 cm;20,5 M €
norvege.csv;;;;;;;
norvege.csv;Kristoffer Ajer;;;;;;
norvege.csv;;DC;Genoa;4;26;182 cm;8,4 M €
norvege.csv;;;;;;;
norvege.csv;Leo Østigard;;;;;;
norvege.csv;;DC;Bologna;17;27;192 cm;14,7 M €
norvege.csv;;;;;;;
norvege.csv;Torbjørn Heggem;;;;;;
norvege.csv;;DC, DD;Derby County;24;25;190 cm;2,6 M €
norvege.csv;;;;;;;
norvege.csv;Sondre Klingen Langås;;;;;;
norvege.csv;;DC;Viking;25;23;194 cm;4,2 M €
norvege.csv;;;;;;;
norvege.csv;Henrik Falchener;;;;;;
norvege.csv;;DG, MG, DLG;Wolverhampton Wanderers;5;24;185 cm;9,6 M €
norvege.csv;;;;;;;
norvege.csv;David Møller Wolfe;;;;;;
norvege.csv;;DG;Bodø/Glimt;15;27;180 cm;2,4 M €
norvege.csv;;;;;;;
norvege.csv;Fredrik André Bjørkan;;;;;;
norvege.csv;;DLD, DD, MD, DC, DLG;Borussia Dortmund;26;28;183 cm;24,1 M €
norvege.csv;;;;;;;
norvege.csv;Julian Ryerson;;;;;;
norvege.csv;;MD, MC;Fulham;8;28;193 cm;27,1 M €
norvege.csv;;;;;;;
norvege.csv;Sander Berge;;;;;;
norvege.csv;;MD, AD, DD, MD, MC, AG;Benfica;14;30;179 cm;16,4 M €
norvege.csv;;;;;;;
norvege.csv;Fredrik Aursnes;;;;;;
norvege.csv;;MC;Cremonese;2;30;186 cm;2,3 M €
norvege.csv;;;;;;;
norvege.csv;Morten Thorsby;;;;;;
norvege.csv;;MC;Bodø/Glimt;6;28;178 cm;3,9 M €
norvege.csv;;;;;;;
norvege.csv;Patrick Berg;;;;;;
norvege.csv;;MC, MO;Arsenal;10;27;176 cm;65,4 M €
norvege.csv;;;;;;;
norvege.csv;Martin Ødegaard;;;;;;
norvege.csv;;MC, MO;Sassuolo;18;27;189 cm;10,8 M €
norvege.csv;;;;;;;
norvege.csv;Kristian Thorstvedt;;;;;;
norvege.csv;;MD, DLD, DD;Torino;16;25;183 cm;2,9 M €
norvege.csv;;;;;;;
norvege.csv;Marcus Holmgren Pedersen;;;;;;
norvege.csv;;MO, MC, AD;Rangers;19;24;188 cm;2,3 M €
norvege.csv;;;;;;;
norvege.csv;Thelo Aasgaard;;;;;;
norvege.csv;;AD, MD, AG;Fulham;22;22;174 cm;36,9 M €
norvege.csv;;;;;;;
norvege.csv;Oscar Bobb;;;;;;
norvege.csv;;AG, MG;RB Leipzig;20;21;180 cm;44,4 M €
norvege.csv;;;;;;;
norvege.csv;Antonio Nusa;;;;;;
norvege.csv;;AG, MG;Benfica;21;22;176 cm;21,9 M €
norvege.csv;;;;;;;
norvege.csv;Andreas Schjelderup;;;;;;
norvege.csv;;AG;Bodø/Glimt;23;26;184 cm;4,2 M €
norvege.csv;;;;;;;
norvege.csv;Jens Petter Hauge;;;;;;
norvege.csv;;ATT, AD;Atletico Madrid;7;30;193 cm;22,4 M €
norvege.csv;;;;;;;
norvege.csv;Alexander Sørloth;;;;;;
norvege.csv;;ATT;Manchester City;9;25;194 cm;141,8 M €
norvege.csv;;;;;;;
norvege.csv;Erling Haaland;;;;;;
norvege.csv;;ATT;Crystal Palace;11;26;193 cm;49,7 M €
norvege.csv;;;;;;;
norvege.csv;Jørgen Strand Larsen;;;;;;
nouvelle_zelande.csv;;Entraineur;Angleterre;;53;;
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Darren Bazeley;;;;;;
nouvelle_zelande.csv;;GA;Millwall;1;32;194 cm;557,5 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Max Crocombe;;;;;;
nouvelle_zelande.csv;;GA;Lechia Gdańsk;12;23;183 cm;837,4 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Alex Paulsen;;;;;;
nouvelle_zelande.csv;;GA;Auckland FC;22;27;196 cm;234,3 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Michael Woud;;;;;;
nouvelle_zelande.csv;;DD, DC, DLD;Wellington Phoenix;2;32;179 cm;204,8 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Tim Payne;;;;;;
nouvelle_zelande.csv;;DD, DG, DLD, DLG;Auckland FC;24;26;177 cm;284 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Callan Elliot;;;;;;
nouvelle_zelande.csv;;DC;Sheffield United;4;21;188 cm;2 M €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Tyler Bindon;;;;;;
nouvelle_zelande.csv;;DC;Minnesota United;5;37;188 cm;103,3 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Michael Boxall;;;;;;
nouvelle_zelande.csv;;DC;Auckland FC;15;27;192 cm;247 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Nando Pijnaker;;;;;;
nouvelle_zelande.csv;;DC;Portland Timbers;16;22;190 cm;1,3 M €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Finn Surman;;;;;;
nouvelle_zelande.csv;;DC;Braintree Town;26;36;185 cm;50 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Tommy Smith;;;;;;
nouvelle_zelande.csv;;DG;Auckland FC;3;31;188 cm;286,8 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Francis De Vries;;;;;;
nouvelle_zelande.csv;;DG, AG, MG;Saint-Etienne;19;23;173 cm;988 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Benjamin Old;;;;;;
nouvelle_zelande.csv;;DLG, DG, MG;Wrexham;13;25;184 cm;2,4 M €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Liberato Cacace;;;;;;
nouvelle_zelande.csv;;MD, MC;Viking;6;27;182 cm;1,9 M €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Joe Bell;;;;;;
nouvelle_zelande.csv;;MD, MC;Swansea City;8;24;188 cm;3,7 M €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Marko Stamenic;;;;;;
nouvelle_zelande.csv;;MD, MC;PEC Zwolle;23;31;174 cm;638,4 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Ryan Thomas;;;;;;
nouvelle_zelande.csv;;MC, MD;Wellington Phoenix;14;29;184 cm;201,7 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Alex Rufer;;;;;;
nouvelle_zelande.csv;;MG, AG, ATT, AD;Auckland FC;21;23;176 cm;485,1 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Jesse Randall;;;;;;
nouvelle_zelande.csv;;MO, AD, MC, AG;Peterborough United;7;24;188 cm;376,7 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Matthew Garbett;;;;;;
nouvelle_zelande.csv;;MO, AD;Wellington Phoenix;10;27;172 cm;224,4 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Sarpreet Singh;;;;;;
nouvelle_zelande.csv;;MO, MC, AD, AG, ATT, MD;Silkeborg;20;27;179 cm;1,7 M €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Callum McCowatt;;;;;;
nouvelle_zelande.csv;;MO, MC, MD;Newcastle Jets;25;23;179 cm;263,6 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Lachlan Bayliss;;;;;;
nouvelle_zelande.csv;;MO, AG, AD, ATT, MC, MD;Motherwell;11;26;174 cm;808,5 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Elijah Just;;;;;;
nouvelle_zelande.csv;;ATT;Nottingham Forest;9;34;191 cm;6,4 M €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Chris Wood;;;;;;
nouvelle_zelande.csv;;ATT, AD;Western Sydney Wanderers FC;17;36;171 cm;161,9 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Kosta Barbarouses;;;;;;
nouvelle_zelande.csv;;ATT, MG, MO, AG, AD;Port Vale;18;24;179 cm;575,1 k €
nouvelle_zelande.csv;;;;;;;
nouvelle_zelande.csv;Ben Waine;;;;;;
ouzbekistan.csv;;Entraineur;Italie;;52;176 cm;
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Fabio Cannavaro;;;;;;
ouzbekistan.csv;;GA;Foolad Khuzestan;1;35;185 cm;550 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Utkir Yusupov;;;;;;
ouzbekistan.csv;;GA;Nasaf Qarshi;12;25;182 cm;1,8 M €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Abduvohid Nematov;;;;;;
ouzbekistan.csv;;GA;AGMK;16;30;189 cm;530 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Botirali Ergashev;;;;;;
ouzbekistan.csv;;DC, DD;Manchester City;2;22;186 cm;47 M €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Abdukodir Khusanov;;;;;;
ouzbekistan.csv;;DC;Esteghlal;5;29;186 cm;450,4 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Rustamjon Ashurmatov;;;;;;
ouzbekistan.csv;;DC, MD;Nasaf Qarshi;15;33;185 cm;480 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Umar Eshmuradov;;;;;;
ouzbekistan.csv;;Défenseur;Ouzbékistan;24;18;172 cm;370 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Behruzjon Karimov;;;;;;
ouzbekistan.csv;;Défenseur;AGMK;25;26;187 cm;
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Avazbek Ulasmaliev;;;;;;
ouzbekistan.csv;;DC;Ouzbékistan;26;22;190 cm;630 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Jakhongir Urozov;;;;;;
ouzbekistan.csv;;DG, DLG;Nasaf Qarshi;13;27;181 cm;1,5 M €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Sherzod Nasrulloev;;;;;;
ouzbekistan.csv;;DLD, DD;Pakhtakor Tashkent;3;29;180 cm;
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Khoziakbar Alidzhanov;;;;;;
ouzbekistan.csv;;DLG;Navbahor Namangan;4;35;180 cm;300 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Farrukh Sayfiev;;;;;;
ouzbekistan.csv;;MD, MC, MO;Baniyas;7;29;182 cm;1,9 M €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Otabek Shukurov;;;;;;
ouzbekistan.csv;;MC, MD;Tractor;9;30;180 cm;950 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Odildzhon Khamrobekov;;;;;;
ouzbekistan.csv;;MC, MD, DC;Dibba Al Fujairah;18;28;181 cm;650 k €
ouzbekistan.csv;;;;;;;
ouzbekistan.csv;Abdulla Abdullaev;;;;;;
